"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order","recency","total_orders","total_sales","avg_order_value","total_quantity","total_products","lifespan","monthly_spend"
17132,AW00028131,Todd Zhu,47,"40 - 49",VIP,2013-12-09,153,5,6011,1202,5,5,33,182.1515151515151515
17133,AW00028132,Clinton Romero,48,"40 - 49",new,2013-12-05,153,2,549,274,2,2,0,0
17134,AW00028133,Willie Huang,64,"50 and above",new,2013-11-30,154,2,575,287,2,2,0,0
17135,AW00028134,Terrance Rana,64,"50 and above",new,2013-12-08,153,2,575,287,2,2,0,0
17136,AW00028135,Carla Madan,63,"50 and above",new,2013-12-02,153,2,549,274,2,2,0,0
17137,AW00028136,Kelli Raje,64,"50 and above",new,2013-01-02,164,1,2384,2384,1,1,0,0
17138,AW00028137,Kristi Lopez,51,"50 and above",new,2013-10-13,155,2,7,3,2,2,0,0
17139,AW00028138,Marvin Ramos,62,"50 and above",new,2014-01-25,152,2,7,3,2,2,0,0
17140,AW00028139,Carrie Gutierrez,62,"50 and above",new,2013-09-01,156,3,127,42,3,3,0,0
17141,AW00028140,Gilbert Kumar,56,"50 and above",new,2013-12-28,153,2,40,20,2,2,0,0
17142,AW00028141,Joseph Robinson,47,"40 - 49",new,2013-02-22,163,2,94,47,2,2,0,0
17143,AW00028142,Willie Lin,41,"40 - 49",new,2011-03-26,186,1,3578,3578,1,1,0,0
17144,AW00028143,Samuel Gonzalez,41,"40 - 49",new,2013-03-18,162,2,14,7,2,2,0,0
17145,AW00028144,Noah Phillips,46,"40 - 49",new,2013-07-17,158,3,15,5,3,3,0,0
17146,AW00028145,Brandon Jones,46,"40 - 49",new,2011-03-02,186,1,3578,3578,1,1,0,0
17147,AW00028146,Gavin Washington,54,"50 and above",new,2013-07-07,158,3,60,20,3,3,0,0
17148,AW00028147,Omar Black,56,"50 and above",new,2011-03-30,186,1,3578,3578,1,1,0,0
17149,AW00028148,Jon Zhao,51,"50 and above",new,2011-03-19,186,1,3578,3578,1,1,0,0
17150,AW00028149,William Miller,51,"50 and above",new,2011-03-16,186,1,3578,3578,1,1,0,0
17151,AW00028150,Connor Chen,56,"50 and above",new,2011-03-15,186,1,3578,3578,1,1,0,0
17152,AW00028151,Katherine Walker,52,"50 and above",new,2013-06-28,159,1,5,5,1,1,0,0
17153,AW00028152,Ian Rivera,52,"50 and above",VIP,2013-12-20,153,4,6025,1506,4,4,33,182.5757575757575758
17154,AW00028153,Mackenzie Torres,58,"50 and above",new,2013-11-03,154,3,570,190,3,3,0,0
17155,AW00028154,Katherine Patterson,52,"50 and above",VIP,2013-12-07,153,3,5971,1990,3,3,33,180.9393939393939394
17156,AW00028155,Taylor Watson,52,"50 and above",VIP,2013-12-04,153,2,5962,2981,2,2,33,180.6666666666666667
17157,AW00028156,Gabrielle Hall,52,"50 and above",VIP,2013-12-07,153,3,5997,1999,3,3,33,181.7272727272727273
17158,AW00028157,Elijah Edwards,52,"50 and above",new,2013-09-10,156,2,7,3,2,2,0,0
17159,AW00028158,Clarence Luo,59,"50 and above",VIP,2013-12-24,153,3,5997,1999,3,3,33,181.7272727272727273
17160,AW00028159,Tamara Yang,59,"50 and above",VIP,2013-12-24,153,5,5978,1195,5,5,33,181.1515151515151515
17161,AW00028160,Melanie Reed,58,"50 and above",new,2013-11-26,154,2,575,287,2,2,0,0
17162,AW00028161,Jessica Perry,42,"40 - 49",new,2011-08-11,181,1,3578,3578,1,1,0,0
17163,AW00028162,Bruce Ward,58,"50 and above",new,2011-03-17,186,1,3578,3578,1,1,0,0
17164,AW00028163,Rachel Washington,53,"50 and above",new,2011-03-23,186,1,3578,3578,1,1,0,0
17165,AW00028164,Gabrielle Coleman,58,"50 and above",new,2011-03-14,186,1,3578,3578,1,1,0,0
17166,AW00028165,Alexa Rivera,59,"50 and above",new,2011-08-12,181,1,3578,3578,1,1,0,0
17167,AW00028166,Cassidy Coleman,59,"50 and above",new,2011-03-20,186,1,3578,3578,1,1,0,0
17168,AW00028167,Samuel Hughes,60,"50 and above",new,2011-03-25,186,1,3578,3578,1,1,0,0
17169,AW00028168,Jacqueline Ward,59,"50 and above",new,2011-03-04,186,1,3578,3578,1,1,0,0
17170,AW00028169,Lucas Blue,54,"50 and above",new,2011-08-14,181,1,3578,3578,1,1,0,0
17171,AW00028170,Isabella Johnson,54,"50 and above",new,2011-03-18,186,1,3578,3578,1,1,0,0
17172,AW00028171,Aidan Henderson,53,"50 and above",new,2011-03-27,186,1,3578,3578,1,1,0,0
17173,AW00028172,Charles Moore,53,"50 and above",new,2011-03-03,186,1,3578,3578,1,1,0,0
17174,AW00028173,Timothy Young,61,"50 and above",new,2011-08-26,181,1,3578,3578,1,1,0,0
17175,AW00028174,Marco Subram,55,"50 and above",new,2014-01-15,152,2,40,20,2,2,0,0
17176,AW00028175,Clifford Subram,60,"50 and above",new,2013-02-24,163,2,7,3,2,2,0,0
17177,AW00028176,Natalie Roberts,53,"50 and above",new,2011-08-13,181,1,3578,3578,1,1,0,0
17178,AW00028177,Cameron Henderson,53,"50 and above",new,2011-08-22,181,1,3578,3578,1,1,0,0
17179,AW00028178,Katherine James,48,"40 - 49",new,2011-08-06,181,1,3578,3578,1,1,0,0
17180,AW00028179,Billy Alvarez,53,"50 and above",new,2011-03-07,186,1,3578,3578,1,1,0,0
17181,AW00028180,Jerry Chander,53,"50 and above",new,2011-03-19,186,1,3578,3578,1,1,0,0
17182,AW00028181,Katherine Rodriguez,50,"50 and above",new,2011-03-04,186,1,3578,3578,1,1,0,0
17183,AW00028182,Fernando Turner,60,"50 and above",new,2011-03-05,186,1,3578,3578,1,1,0,0
17184,AW00028183,Nicole Howard,60,"50 and above",new,2011-03-07,186,1,3578,3578,1,1,0,0
17185,AW00028184,Madison Russell,49,"40 - 49",new,2011-03-22,186,1,3578,3578,1,1,0,0
17186,AW00028185,Eric Alexander,49,"40 - 49",new,2011-03-06,186,1,3578,3578,1,1,0,0
17187,AW00028186,Jenny Wagner,61,"50 and above",new,2011-03-05,186,1,3578,3578,1,1,0,0
17188,AW00028187,Aaron Chen,55,"50 and above",new,2013-07-13,158,2,40,20,2,2,0,0
17189,AW00028188,Kayla Price,61,"50 and above",new,2013-12-04,153,2,29,14,2,2,0,0
17190,AW00028189,James Griffin,55,"50 and above",new,2013-12-21,153,4,567,141,4,4,0,0
17191,AW00028190,Kimberly Cook,56,"50 and above",VIP,2013-12-04,153,3,5997,1999,3,3,33,181.7272727272727273
17192,AW00028191,Mya Long,61,"50 and above",VIP,2013-12-02,153,3,5997,1999,3,3,33,181.7272727272727273
17193,AW00028192,Abigail Sanchez,56,"50 and above",new,2013-10-21,155,2,30,15,2,2,0,0
17194,AW00028193,Taylor Davis,61,"50 and above",VIP,2013-12-21,153,3,6016,2005,3,3,33,182.3030303030303030
17195,AW00028194,Lydia Garcia,62,"50 and above",VIP,2013-12-20,153,6,6115,1019,6,6,33,185.3030303030303030
17196,AW00028195,Kellie Martin,61,"50 and above",new,2013-12-05,153,2,575,287,2,2,0,0
17197,AW00028196,Timothy Cox,62,"50 and above",VIP,2013-12-18,153,5,5985,1197,5,5,32,187.0312500000000000
17198,AW00028197,Kayla Rodriguez,56,"50 and above",new,2011-08-11,181,1,3578,3578,1,1,0,0
17199,AW00028198,Jared Moyer,63,"50 and above",new,2011-08-12,181,1,3578,3578,1,1,0,0
17200,AW00028199,Alyssa Jones,62,"50 and above",new,2011-04-02,185,1,3578,3578,1,1,0,0
17201,AW00028200,Morgan Henderson,63,"50 and above",new,2011-04-06,185,1,3578,3578,1,1,0,0
17202,AW00028201,Tyler Martinez,51,"50 and above",new,2013-01-19,164,2,2419,1209,2,2,0,0
17203,AW00028202,Maria King,52,"50 and above",new,2012-12-30,165,2,2419,1209,2,2,0,0
17204,AW00028203,Victor Gomez,51,"50 and above",new,2013-01-05,164,1,2384,2384,1,1,0,0
17205,AW00028204,Peter Xu,45,"40 - 49",new,2012-12-31,165,2,2419,1209,2,2,0,0
17206,AW00028205,Carolyn Mehta,53,"50 and above",new,2013-04-26,161,2,604,302,2,2,0,0
17207,AW00028206,Angelica Long,50,"50 and above",new,2013-01-24,164,3,2398,799,3,3,0,0
17208,AW00028207,Larry Moreno,50,"50 and above",new,2013-01-05,164,4,2462,615,4,4,0,0
17209,AW00028208,Karen Sun,50,"50 and above",new,2013-02-23,163,3,2398,799,3,3,0,0
17210,AW00028209,Krista Carlson,52,"50 and above",new,2013-04-17,161,2,575,287,2,2,0,0
17211,AW00028210,Meghan Alan,52,"50 and above",new,2013-04-15,161,2,564,282,2,2,0,0
17212,AW00028211,Randall Suarez,52,"50 and above",new,2013-04-11,161,1,540,540,1,1,0,0
17213,AW00028212,Melody Hernandez,47,"40 - 49",new,2013-04-19,161,4,619,154,4,4,0,0
17214,AW00028213,Jared Morgan,47,"40 - 49",new,2013-08-11,157,2,40,20,2,2,0,0
17215,AW00028214,Hailey King,47,"40 - 49",new,2013-09-30,156,2,60,30,2,2,0,0
17216,AW00028215,Priscilla Shen,53,"50 and above",new,2013-04-04,161,4,589,147,4,4,0,0
17217,AW00028216,Adrienne Ramos,54,"50 and above",new,2013-03-02,162,2,7,3,2,2,0,0
17218,AW00028217,Kristy Carlson,45,"40 - 49",new,2013-02-25,163,5,2408,481,5,5,0,0
17219,AW00028218,Denise Arun,53,"50 and above",new,2013-09-08,156,3,19,6,3,3,0,0
17220,AW00028219,Chad Goel,53,"50 and above",new,2013-11-24,154,2,40,20,2,2,0,0
17221,AW00028220,Kelsey Xu,54,"50 and above",new,2013-11-16,154,2,14,7,2,2,0,0
17222,AW00028221,Isabella Rodriguez,63,"50 and above",new,2011-04-15,185,1,3578,3578,1,1,0,0
17223,AW00028222,Eduardo Lewis,64,"50 and above",new,2011-03-31,186,1,3578,3578,1,1,0,0
17224,AW00028223,Jessica Davis,58,"50 and above",new,2011-04-16,185,1,3578,3578,1,1,0,0
17225,AW00028224,Spencer Henderson,64,"50 and above",VIP,2013-12-14,153,3,6016,2005,3,3,32,188.0000000000000000
17226,AW00028225,Robert Ross,47,"40 - 49",new,2013-07-05,158,3,60,20,3,3,0,0
17227,AW00028226,Sebastian Ramirez,64,"50 and above",new,2013-02-01,163,3,60,20,3,3,0,0
17228,AW00028227,Caleb Wang,64,"50 and above",new,2013-08-27,157,3,60,20,3,3,0,0
17229,AW00028228,Gloria Reed,48,"40 - 49",new,2013-09-04,156,1,21,21,1,1,0,0
17230,AW00028229,Samantha Wilson,59,"50 and above",new,2013-08-21,157,3,27,9,3,3,0,0
17231,AW00028230,Stephanie Morgan,59,"50 and above",new,2013-05-23,160,2,25,12,2,2,0,0
17232,AW00028231,James Powell,48,"40 - 49",new,2013-08-10,157,2,23,11,2,2,0,0
17233,AW00028232,Gavin Russell,50,"50 and above",new,2013-07-04,158,3,143,47,3,3,0,0
17234,AW00028233,Patrick Richardson,50,"50 and above",new,2013-05-16,160,1,21,21,1,1,0,0
17235,AW00028234,Jack Nelson,56,"50 and above",VIP,2013-12-21,153,4,5976,1494,4,4,32,186.7500000000000000
17236,AW00028235,Cole Rogers,56,"50 and above",new,2013-03-16,162,2,30,15,2,2,0,0
17237,AW00028236,Isabel Diaz,50,"50 and above",new,2013-07-26,158,3,60,20,3,3,0,0
17238,AW00028237,Hailey Foster,55,"50 and above",new,2013-01-29,164,3,33,11,3,3,0,0
17239,AW00028238,Dalton Flores,55,"50 and above",new,2013-12-29,153,1,21,21,1,1,0,0
17240,AW00028239,Richard Ramirez,51,"50 and above",new,2013-03-01,162,2,7,3,2,2,0,0
17241,AW00028240,Eduardo Clark,56,"50 and above",VIP,2013-12-22,153,5,5998,1199,5,5,32,187.4375000000000000
17242,AW00028241,Charles King,56,"50 and above",new,2013-03-06,162,4,130,32,4,4,0,0
17243,AW00028242,Madison Butler,56,"50 and above",new,2013-08-13,157,2,7,3,2,2,0,0
17244,AW00028243,Marcus Cook,45,"40 - 49",VIP,2013-12-22,153,4,6061,1515,4,4,32,189.4062500000000000
17245,AW00028244,Samantha Davis,51,"50 and above",VIP,2013-12-13,153,5,6026,1205,5,5,32,188.3125000000000000
17246,AW00028245,Gavin Henderson,65,"50 and above",new,2014-01-02,152,2,7,3,2,2,0,0
17247,AW00028246,Alexa Gray,58,"50 and above",VIP,2013-12-23,153,4,5976,1494,4,4,32,186.7500000000000000
17248,AW00028247,Jonathan Adams,64,"50 and above",VIP,2013-12-15,153,2,5962,2981,2,2,32,186.3125000000000000
17249,AW00028248,Eric Scott,57,"50 and above",new,2013-02-21,163,1,5,5,1,1,0,0
17250,AW00028249,Julia Carter,58,"50 and above",new,2013-10-14,155,4,28,7,4,4,0,0
17251,AW00028250,Tyrone Dominguez,52,"50 and above",VIP,2013-12-03,153,3,6016,2005,3,3,32,188.0000000000000000
17252,AW00028251,Joe Rubio,58,"50 and above",new,2013-06-14,159,1,5,5,1,1,0,0
17253,AW00028252,Sydney Murphy,57,"50 and above",new,2013-10-19,155,1,5,5,1,1,0,0
17254,AW00028253,Jeremiah Green,52,"50 and above",new,2013-07-02,158,2,14,7,2,2,0,0
17255,AW00028254,Jacqueline Brooks,53,"50 and above",new,2013-06-21,159,3,166,55,3,3,0,0
17256,AW00028255,Robert Clark,53,"50 and above",VIP,2013-12-14,153,5,6051,1210,5,5,32,189.0937500000000000
17257,AW00028256,Colin Beck,58,"50 and above",new,2013-05-27,160,2,29,14,2,2,0,0
17258,AW00028257,Zachary Martin,53,"50 and above",VIP,2013-12-05,153,4,5976,1494,4,4,32,186.7500000000000000
17259,AW00028258,Destiny Bryant,58,"50 and above",new,2014-01-01,152,2,7,3,2,2,0,0
17260,AW00028259,Samuel Mitchell,52,"50 and above",VIP,2013-12-22,153,6,6118,1019,6,6,32,191.1875000000000000
17261,AW00028260,Hunter Roberts,59,"50 and above",new,2013-06-28,159,2,7,3,2,2,0,0
17262,AW00028261,Stephanie Griffin,59,"50 and above",new,2013-10-28,155,4,28,7,4,4,0,0
17263,AW00028262,Destiny Diaz,54,"50 and above",new,2014-01-21,152,2,7,3,2,2,0,0
17264,AW00028263,Jonathan Lee,59,"50 and above",new,2013-11-19,154,2,40,20,2,2,0,0
17265,AW00028264,Nicole Diaz,59,"50 and above",VIP,2013-12-11,153,3,5997,1999,3,3,32,187.4062500000000000
17266,AW00028265,Shirleen Travers,59,"50 and above",new,2013-11-28,154,2,40,20,2,2,0,0
17267,AW00028266,Wyatt Flores,60,"50 and above",new,2013-04-02,161,1,5,5,1,1,0,0
17268,AW00028267,Jordan Young,60,"50 and above",new,2013-02-28,163,3,64,21,3,3,0,0
17269,AW00028268,Jordan Campbell,54,"50 and above",VIP,2013-12-14,153,3,5997,1999,3,3,32,187.4062500000000000
17270,AW00028269,Alexandra Green,60,"50 and above",new,2013-03-10,162,2,14,7,2,2,0,0
17271,AW00028270,Samuel Long,60,"50 and above",new,2011-04-20,185,1,3578,3578,1,1,0,0
17272,AW00028271,Sean Gonzalez,65,"50 and above",new,2011-04-07,185,1,3578,3578,1,1,0,0
17273,AW00028272,Hunter Jai,65,"50 and above",new,2013-11-12,154,4,112,28,4,4,0,0
17274,AW00028273,Madeline Mitchell,65,"50 and above",VIP,2013-12-22,153,2,5962,2981,2,2,32,186.3125000000000000
17275,AW00028274,William Rodriguez,60,"50 and above",new,2013-01-30,164,1,5,5,1,1,0,0
17276,AW00028275,Ian Howard,66,"50 and above",new,2013-12-15,153,2,40,20,2,2,0,0
17277,AW00028276,Christy Deng,85,"50 and above",new,2013-09-12,156,3,64,21,3,3,0,0
17278,AW00028277,Katrina Deng,86,"50 and above",new,2014-01-21,152,1,5,5,1,1,0,0
17279,AW00028278,Jaime Becker,85,"50 and above",new,2013-05-06,160,2,40,20,2,2,0,0
17280,AW00028279,Spencer Simmons,85,"50 and above",new,2013-05-10,160,2,7,3,2,2,0,0
17281,AW00028280,Tristan Powell,86,"50 and above",new,2013-08-26,157,1,5,5,1,1,0,0
17282,AW00028281,Juan Cox,85,"50 and above",new,2013-04-27,161,2,7,3,2,2,0,0
17283,AW00028282,Cindy Foster,84,"50 and above",new,2013-07-10,158,1,5,5,1,1,0,0
17284,AW00028283,Rachel Long,55,"50 and above",new,2013-12-21,153,2,40,20,2,2,0,0
17285,AW00028284,Bailey Kelly,61,"50 and above",new,2013-12-19,153,3,563,187,3,3,0,0
17286,AW00028285,Savannah King,61,"50 and above",VIP,2013-12-18,153,3,5997,1999,3,3,32,187.4062500000000000
17287,AW00028286,Destiny Alexander,61,"50 and above",new,2013-04-25,161,1,5,5,1,1,0,0
17288,AW00028287,Lauren Bennett,55,"50 and above",new,2013-04-23,161,3,104,34,3,3,0,0
17289,AW00028288,Marco Srini,55,"50 and above",VIP,2013-12-27,153,6,6039,1006,6,6,32,188.7187500000000000
17290,AW00028289,Jack Gonzales,60,"50 and above",new,2013-12-16,153,2,55,27,2,2,0,0
17291,AW00028290,Ian Brooks,66,"50 and above",new,2013-05-12,160,3,64,21,3,3,0,0
17292,AW00028291,David Miller,66,"50 and above",new,2013-09-14,156,2,40,20,2,2,0,0
17293,AW00028292,Alexandra Smith,55,"50 and above",new,2013-04-29,161,3,62,20,3,3,0,0
17294,AW00028293,Shelby Cox,61,"50 and above",new,2011-04-26,185,1,3578,3578,1,1,0,0
17295,AW00028294,Alexis Jenkins,66,"50 and above",new,2011-04-26,185,1,3578,3578,1,1,0,0
17296,AW00028295,Wyatt Collins,67,"50 and above",new,2011-04-26,185,1,3578,3578,1,1,0,0
17297,AW00028296,Thomas Butler,62,"50 and above",VIP,2013-12-12,153,3,5997,1999,3,3,32,187.4062500000000000
17298,AW00028297,Gabrielle Edwards,62,"50 and above",VIP,2013-12-06,153,3,5971,1990,3,3,32,186.5937500000000000
17299,AW00028298,Maria Edwards,67,"50 and above",regular,2013-01-06,164,3,4828,1609,3,3,21,229.9047619047619048
17300,AW00028299,Jonathan Shan,53,"50 and above",new,2011-04-15,185,1,3578,3578,1,1,0,0
17301,AW00028300,Abigail Bennett,65,"50 and above",new,2013-04-11,161,1,2,2,1,1,0,0
17302,AW00028301,Jasmine Long,71,"50 and above",new,2013-02-07,163,2,161,80,2,2,0,0
17303,AW00028302,Caroline Hughes,72,"50 and above",new,2013-03-06,162,2,79,39,2,2,0,0
17304,AW00028303,Justin Lewis,50,"50 and above",new,2013-07-18,158,3,75,25,3,3,0,0
17305,AW00028304,Colleen Zeng,57,"50 and above",new,2013-03-07,162,3,92,30,3,3,0,0
17306,AW00028305,Patricia Lopez,56,"50 and above",new,2013-10-08,155,2,29,14,2,2,0,0
17307,AW00028306,Elizabeth Powell,52,"50 and above",new,2013-07-30,158,1,5,5,1,1,0,0
17308,AW00028307,Morgan Gray,58,"50 and above",new,2013-05-05,160,2,561,280,2,2,0,0
17309,AW00028308,Hector Serrano,51,"50 and above",new,2013-05-03,160,4,589,147,4,4,0,0
17310,AW00028309,Julie Lal,42,"40 - 49",new,2013-02-20,163,2,2419,1209,2,2,0,0
17311,AW00028310,Ross Sanchez,48,"40 - 49",new,2013-11-07,154,1,5,5,1,1,0,0
17312,AW00028311,Terry Raje,54,"50 and above",new,2013-01-28,164,2,2393,1196,2,2,0,0
17313,AW00028312,Joy Jimenez,58,"50 and above",new,2013-05-13,160,2,575,287,2,2,0,0
17314,AW00028313,Brett Perez,59,"50 and above",new,2013-05-20,160,6,648,108,6,6,0,0
17315,AW00028314,Dwayne Romero,52,"50 and above",new,2013-05-11,160,3,554,184,3,3,0,0
17316,AW00028315,Stacy Alonso,58,"50 and above",new,2013-06-09,159,3,557,185,3,3,0,0
17317,AW00028316,Jaime Martin,58,"50 and above",new,2013-06-01,159,1,540,540,1,1,0,0
17318,AW00028317,Ivan Weber,53,"50 and above",new,2013-06-05,159,1,540,540,1,1,0,0
17319,AW00028318,Grace Lee,48,"40 - 49",new,2013-06-26,159,2,575,287,2,2,0,0
17320,AW00028319,Ashlee She,49,"40 - 49",new,2013-06-21,159,3,557,185,3,3,0,0
17321,AW00028320,Janet Navarro,60,"50 and above",new,2013-06-13,159,1,540,540,1,1,0,0
17322,AW00028321,Arturo Wu,60,"50 and above",new,2013-06-26,159,3,599,199,3,3,0,0
17323,AW00028322,Willie Chen,46,"40 - 49",new,2013-04-04,161,2,29,14,2,2,0,0
17324,AW00028323,Nathan Moore,57,"50 and above",new,2013-02-14,163,1,2384,2384,1,1,0,0
17325,AW00028324,Jésus Martin,58,"50 and above",new,2013-06-23,159,2,549,274,2,2,0,0
17326,AW00028325,Drew Lal,59,"50 and above",new,2013-05-30,160,2,575,287,2,2,0,0
17327,AW00028326,Carla Lopez,51,"50 and above",new,2013-02-13,163,4,2442,610,4,4,0,0
17328,AW00028327,Tabitha Serrano,57,"50 and above",new,2013-02-15,163,4,2407,601,4,4,0,0
17329,AW00028328,Kyle Green,64,"50 and above",new,2013-12-02,153,1,5,5,1,1,0,0
17330,AW00028329,Marcus Washington,67,"50 and above",new,2013-09-10,156,2,6,3,2,2,0,0
17331,AW00028330,Charles Bailey,44,"40 - 49",new,2013-03-22,162,2,10,5,2,2,0,0
17332,AW00028331,Colleen Beck,44,"40 - 49",new,2013-03-07,162,1,54,54,1,1,0,0
17333,AW00028332,Ryan Washington,44,"40 - 49",new,2013-06-07,159,2,94,47,2,2,0,0
17334,AW00028333,Jaime Jimenez,40,"40 - 49",new,2013-02-06,163,1,54,54,1,1,0,0
17335,AW00028334,Marco Tanara,40,"40 - 49",new,2013-09-07,156,1,54,54,1,1,0,0
17336,AW00028335,Rebekah Srini,40,"40 - 49",new,2013-10-07,155,2,63,31,2,2,0,0
17337,AW00028336,Edward Martin,41,"40 - 49",new,2013-08-20,157,3,130,43,3,3,0,0
17338,AW00028337,Melissa Bennett,40,"40 - 49",new,2013-12-08,153,2,60,30,2,2,0,0
17339,AW00028338,Kristi Vance,84,"50 and above",new,2013-06-05,159,3,48,16,3,3,0,0
17340,AW00028339,Sean Edwards,42,"40 - 49",new,2011-04-12,185,1,3578,3578,1,1,0,0
17341,AW00028340,Lucas Butler,42,"40 - 49",new,2011-04-17,185,1,3578,3578,1,1,0,0
17342,AW00028341,Jeremy Wilson,42,"40 - 49",new,2013-08-27,157,3,129,43,3,3,0,0
17343,AW00028342,Brianna Murphy,43,"40 - 49",new,2013-07-06,158,1,70,70,1,1,0,0
17344,AW00028343,Shelby Morgan,43,"40 - 49",new,2013-06-15,159,1,54,54,1,1,0,0
17345,AW00028344,Alvin Zhu,43,"40 - 49",new,2013-04-05,161,1,54,54,1,1,0,0
17346,AW00028345,Diana Serrano,43,"40 - 49",new,2013-06-10,159,1,5,5,1,1,0,0
17347,AW00028346,Eduardo Russell,41,"40 - 49",new,2014-01-18,152,2,94,47,2,2,0,0
17348,AW00028347,Latoya Anand,41,"40 - 49",new,2013-05-12,160,4,74,18,4,4,0,0
17349,AW00028348,Nichole Jai,81,"50 and above",new,2013-09-22,156,2,69,34,2,2,0,0
17350,AW00028349,Kristi Vazquez,82,"50 and above",new,2013-10-21,155,2,40,20,2,2,0,0
17351,AW00028350,Alisha Holt,82,"50 and above",new,2013-08-18,157,2,14,7,2,2,0,0
17352,AW00028351,Donald Rodriguez,80,"50 and above",new,2013-07-19,158,2,575,287,2,2,0,0
17353,AW00028352,Meghan Sanz,77,"50 and above",new,2013-07-08,158,4,563,140,4,4,0,0
17354,AW00028353,Summer Kapoor,78,"50 and above",new,2013-07-28,158,2,549,274,2,2,0,0
17355,AW00028354,Ian Wilson,55,"50 and above",new,2011-08-26,181,1,3578,3578,1,1,0,0
17356,AW00028355,Carlos James,55,"50 and above",new,2011-04-17,185,1,3578,3578,1,1,0,0
17357,AW00028356,Blake Gonzalez,56,"50 and above",new,2013-09-17,156,2,60,30,2,2,0,0
17358,AW00028357,Danielle Howard,56,"50 and above",new,2013-12-18,153,2,134,67,2,2,0,0
17359,AW00028358,Austin Powell,55,"50 and above",new,2013-10-13,155,1,5,5,1,1,0,0
17360,AW00028359,Madison Anderson,50,"50 and above",new,2013-07-07,158,2,79,39,2,2,0,0
17361,AW00028360,Isaiah Adams,55,"50 and above",new,2013-06-01,159,2,7,3,2,2,0,0
17362,AW00028361,Kayla Wilson,55,"50 and above",new,2013-10-11,155,2,14,7,2,2,0,0
17363,AW00028362,Kaylee Sanchez,50,"50 and above",new,2011-04-19,185,1,3578,3578,1,1,0,0
17364,AW00028363,Savannah Travers,50,"50 and above",new,2011-08-06,181,1,3578,3578,1,1,0,0
17365,AW00028364,Alison Nara,52,"50 and above",new,2013-08-10,157,2,1170,585,2,2,0,0
17366,AW00028365,Stacey Zhao,52,"50 and above",new,2013-04-26,161,4,2433,608,4,4,0,0
17367,AW00028366,Dalton Rivera,53,"50 and above",new,2013-10-12,155,4,578,144,4,4,0,0
17368,AW00028367,Jerome Johnsen,54,"50 and above",new,2013-10-10,155,4,600,150,4,4,0,0
17369,AW00028368,Fernando Butler,48,"40 - 49",new,2013-12-28,153,4,791,197,4,4,0,0
17370,AW00028369,Carolyn Moreno,53,"50 and above",new,2013-05-11,160,2,777,388,2,2,0,0
17371,AW00028370,Eddie Gutierrez,53,"50 and above",new,2013-10-07,155,5,639,127,5,5,0,0
17372,AW00028371,Mandy Liang,53,"50 and above",new,2013-10-11,155,1,540,540,1,1,0,0
17373,AW00028372,Vincent Hu,47,"40 - 49",new,2013-10-27,155,4,608,152,4,4,0,0
17374,AW00028373,Shane Lopez,54,"50 and above",new,2013-08-05,157,3,39,13,3,3,0,0
17375,AW00028374,Ruben Vance,55,"50 and above",new,2013-03-08,162,3,69,23,3,3,0,0
17376,AW00028375,Kathleen Diaz,48,"40 - 49",new,2013-11-03,154,4,567,141,4,4,0,0
17377,AW00028376,Eugene Chen,47,"40 - 49",new,2013-07-26,158,3,1134,378,3,3,0,0
17378,AW00028377,Walter Ortega,53,"50 and above",new,2013-05-07,160,4,2433,608,4,4,0,0
17379,AW00028378,Sara Sanchez,54,"50 and above",new,2013-12-21,153,3,39,13,3,3,0,0
17380,AW00028379,Edgar Rana,55,"50 and above",new,2013-04-10,161,3,61,20,3,3,0,0
17381,AW00028380,Lindsay Goel,56,"50 and above",new,2013-11-01,154,2,35,17,2,2,0,0
17382,AW00028381,Cedric Tang,55,"50 and above",new,2013-09-14,156,4,93,23,4,4,0,0
17383,AW00028382,Roberto Ortega,49,"40 - 49",new,2013-06-16,159,3,786,262,3,3,0,0
17384,AW00028383,Lacey Zhou,55,"50 and above",new,2013-06-08,159,1,742,742,1,1,0,0
17385,AW00028384,Tamara Xie,50,"50 and above",new,2013-08-07,157,2,68,34,2,2,0,0
17386,AW00028385,Cassie Deng,50,"50 and above",new,2013-12-20,153,3,72,24,3,3,0,0
17387,AW00028386,Sergio Subram,46,"40 - 49",new,2013-11-03,154,4,600,150,4,4,0,0
17388,AW00028387,Roberto Alvarez,51,"50 and above",new,2013-11-18,154,3,584,194,3,3,0,0
17389,AW00028388,Sheila Rowe,50,"50 and above",new,2013-06-18,159,2,751,375,2,2,0,0
17390,AW00028389,Rachael Martinez,56,"50 and above",new,2010-12-29,189,1,3400,3400,1,1,0,0
17391,AW00028390,Frederick Suri,56,"50 and above",new,2011-01-24,188,1,3375,3375,1,1,0,0
17392,AW00028391,Monique Jimenez,45,"40 - 49",new,2013-02-15,163,1,33,33,1,1,0,0
17393,AW00028392,Luke Green,87,"50 and above",new,2013-02-04,163,2,23,11,2,2,0,0
17394,AW00028393,Ramon Zheng,54,"50 and above",regular,2013-08-01,157,4,4539,1134,4,4,31,146.4193548387096774
17395,AW00028394,Alisha Zhang,54,"50 and above",regular,2013-08-20,157,3,4555,1518,3,3,30,151.8333333333333333
17396,AW00028395,Shannon Dominguez,54,"50 and above",regular,2013-09-10,156,4,4554,1138,4,4,31,146.9032258064516129
